,S288c_R64-1-1.fasta,saccharomyces_arboricola.fasta,saccharomyces_eubayanus.fasta,saccharomyces_kudriavzevii.fasta,saccharomyces_mikatae.fasta,saccharomyces_paradoxus.fasta,saccharomyces_uvarum.fasta
snap_masked-chrXIII-processed-gene-4.80-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXIII-processed-gene-4.81-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXIII-processed-gene-4.86-mRNA-1_1,0,1,1,0,0,0,1
YIR004W,1,1,1,0,0,1,1
YIR005W,1,0,1,0,0,1,0
YIR006C,1,1,0,1,1,1,0
YIR007W,1,1,1,1,1,1,1
YIR008C,1,1,1,1,1,1,1
YIR009W,1,0,1,1,1,1,1
YIR010W,1,1,1,1,1,1,1
YIR011C,1,1,1,1,1,1,1
YIR012W,1,1,1,1,1,1,1
YIR013C,1,1,1,1,1,1,1
YIR014W,1,1,1,0,1,1,1
YIR015W,1,0,0,0,1,1,0
YIR016W,1,0,0,0,0,1,0
YIR017C,1,1,1,1,1,1,1
YIR017W-A,1,0,0,0,0,0,0
YIR018C-A,1,0,0,0,0,0,0
YIR018W,1,1,0,1,1,1,0
YIR019C,1,0,0,0,0,0,0
YIR020C,1,0,0,0,0,0,0
YIR020C-B,1,0,0,0,0,0,0
YIR020W-A,1,0,0,0,0,0,0
YIR021W,1,0,0,1,1,1,0
YIR021W-A,1,0,0,0,0,0,0
YIR022W,1,1,1,1,0,0,0
YIR023C-A,1,0,0,0,0,0,0
YIR023W,1,1,1,1,1,1,1
YIR024C,1,1,1,1,1,1,1
YIR025W,1,1,1,1,1,1,1
YIR026C,1,1,0,1,1,1,1
YIR027C,1,1,1,1,1,1,1
YIR029W,1,1,1,1,0,0,0
YIR030C,1,0,0,0,0,1,0
YIR030W-A,1,0,0,0,0,0,0
YIR032C,1,1,1,0,0,1,1
YIR033W,1,1,1,1,1,1,1
YIR034C,1,1,1,1,1,1,0
YIR035C,1,0,0,0,0,0,0
YIR036C,1,0,0,0,0,1,0
YIR036W-A,1,0,0,0,0,0,0
YIR038C,1,1,1,1,1,1,2
YIR039C,1,0,0,0,0,2,0
YIR042C,1,0,1,0,0,3,0
YIR044C,1,0,0,0,0,0,0
YJL001W,1,1,1,1,1,1,1
YJL002C,1,1,1,1,1,1,1
YJL003W,1,1,1,1,1,1,1
YJL004C,1,1,1,0,1,1,1
YJL005W,1,1,1,1,1,1,1
YJL006C,1,1,1,1,1,1,1
YJL007C,1,0,0,0,0,0,0
YJL008C,1,1,1,1,1,1,1
YJL009W,1,0,0,0,0,0,0
YJL010C,1,1,1,1,1,1,1
YJL011C,1,1,1,1,1,1,1
YJL012C,1,1,1,1,1,1,1
YJL013C,1,0,0,0,1,0,0
YJL014W,1,1,0,1,1,1,0
YJL015C,1,0,0,0,0,0,0
YJL016W,1,1,1,1,1,1,1
YJL019W,1,1,1,1,1,1,1
YJL020C,1,0,0,0,0,1,0
YJL020W-A,1,0,0,0,0,0,0
YJL022W,1,0,0,0,0,0,0
YJL023C,1,0,0,1,1,1,0
YJL024C,1,1,1,0,1,1,1
YJL025W,1,1,1,1,1,1,1
YJL026C-A,1,0,0,0,0,0,0
YJL026W,1,1,1,1,1,1,1
YJL027C,1,0,0,0,0,0,0
YJL028W,1,0,0,0,0,0,0
YJL029C,1,1,1,1,1,1,1
YJL030W,1,1,1,1,1,1,1
YJL031C,1,1,1,1,1,1,1
YJL032W,1,0,0,0,0,0,0
YJL033W,1,1,1,1,1,1,1
YJL034W,1,1,1,1,1,1,1
YJL035C,1,1,1,1,1,1,1
YJL036W,1,1,1,1,1,1,1
YJL037W,1,2,0,1,1,1,0
augustus_masked-Skud_8-processed-gene-2.54-mRNA-1_1,0,1,1,1,0,1,1
augustus_masked-Skud_8-processed-gene-2.71-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.127-mRNA-1_1,0,0,1,1,0,0,1
augustus_masked-Skud_8-processed-gene-3.141-mRNA-1_1,0,1,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.153-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-0.83-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_9-processed-gene-2.137-mRNA-1_1,0,0,0,1,1,1,0
augustus_masked-Skud_9-processed-gene-3.127-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_9-processed-gene-3.132-mRNA-1_1,0,0,0,1,0,0,0
maker-Smik_1-snap-gene-0.70-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_1-processed-gene-0.34-mRNA-1_1,0,1,0,1,1,0,0
snap_masked-Smik_10-processed-gene-0.111-mRNA-1_1,0,0,0,1,1,0,0
snap_masked-Smik_10-processed-gene-0.88-mRNA-1_1,0,0,0,0,2,0,0
augustus_masked-Smik_10-processed-gene-0.64-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Spar_10-processed-gene-2.59-mRNA-1_1,0,1,1,0,1,1,0
maker-Spar_10-snap-gene-2.0-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_10-snap-gene-6.189-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_11-augustus-gene-0.34-mRNA-1_1,0,1,1,1,1,1,0
augustus_masked-Spar_11-processed-gene-3.15-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_11-processed-gene-5.232-mRNA-1_1,0,0,1,1,1,1,0
augustus_masked-Spar_11-processed-gene-5.211-mRNA-1_1,0,1,0,0,1,1,1
snap_masked-NC_026182.1-processed-gene-5.160-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026182.1-processed-gene-5.138-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-Smik_9-processed-gene-1.101-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-1.103-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-1.106-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_9-processed-gene-1.69-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-1.124-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-1.109-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-1.110-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-2.132-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_9-snap-gene-2.50-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-2.113-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-3.12-mRNA-1_1,0,0,0,0,1,1,0
snap_masked-Smik_9-processed-gene-3.45-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-3.47-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-3.29-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-3.56-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_9-processed-gene-3.111-mRNA-1_1,0,0,0,0,1,1,0
genemark-Smik_9-processed-gene-3.178-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_9-processed-gene-3.67-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_9-processed-gene-3.179-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_9-snap-gene-3.185-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Spar_1-processed-gene-0.143-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_1-processed-gene-0.194-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_1-processed-gene-0.219-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_1-processed-gene-0.29-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_1-processed-gene-0.220-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_1-snap-gene-0.243-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_1-processed-gene-0.183-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_1-processed-gene-0.221-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_1-snap-gene-0.242-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_1-snap-gene-0.236-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_1-processed-gene-0.222-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_1-processed-gene-0.31-mRNA-1_1,0,0,0,0,0,2,0
snap_masked-Spar_1-processed-gene-0.223-mRNA-1_1,0,0,0,0,0,2,0
snap_masked-Spar_10-processed-gene-0.60-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_10-snap-gene-0.112-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-0.39-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-0.46-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-0.49-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-0.54-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-1.58-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-1.59-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-1.73-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-3.70-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-4.67-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-4.68-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-4.87-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_10-snap-gene-4.8-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-5.93-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-5.117-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-5.119-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_10-snap-gene-6.188-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_10-processed-gene-6.156-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_11-snap-gene-0.2-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_11-processed-gene-0.66-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-0.15-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-1.86-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-1.91-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-1.70-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-2.36-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_11-snap-gene-2.147-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_11-snap-gene-2.148-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-2.20-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-2.47-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-2.26-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-3.48-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-3.59-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-3.84-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_11-snap-gene-3.6-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_11-processed-gene-4.71-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-5.105-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-5.142-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_11-processed-gene-5.186-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_12-processed-gene-0.30-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_12-snap-gene-0.107-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-0.84-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-0.82-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-1.45-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-1.46-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_12-processed-gene-2.128-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-3.6-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_12-processed-gene-3.57-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-4.18-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_12-processed-gene-4.66-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_12-snap-gene-5.1-mRNA-1_1,0,0,0,0,0,1,0
YCL019W,10,0,0,0,0,0,0
YCL021W-A,1,0,0,0,0,1,0
YCL022C,1,0,0,0,0,0,0
YCL023C,1,0,0,0,0,0,0
YCL024W,1,1,0,1,1,1,0
YCL025C,1,1,1,1,1,1,1
YCL026C-A,1,0,0,0,0,0,0
YCL026C-B,1,1,1,1,1,1,1
YCL027W,1,1,1,1,1,0,1
YCL028W,1,1,1,1,1,0,1
YCL029C,1,1,1,1,1,0,1
YCL030C,1,1,1,1,1,0,1
YCL031C,1,1,0,1,1,0,1
YCL032W,1,1,1,1,1,0,1
YNL276C,1,0,0,0,0,0,0
YNL277W,1,0,1,0,1,1,1
YNL277W-A,1,0,0,0,0,0,0
YNL278W,1,0,0,0,0,1,0
YNL279W,1,0,0,0,0,0,0
YNL280C,1,1,1,1,1,1,1
YNL281W,1,0,1,1,0,1,1
YNL282W,1,1,1,1,1,1,1
YNL283C,1,1,1,1,1,1,1
YNL284C,1,1,1,1,1,1,1
YNL285W,1,0,0,0,0,0,0
YNL286W,1,1,0,1,1,1,0
YNL287W,1,1,1,1,1,1,1
YNL289W,1,1,1,1,1,1,1
YNL290W,1,1,1,1,1,1,1
YNL291C,1,1,1,1,1,1,1
YNL292W,1,1,1,1,1,1,1
YNL293W,1,1,1,1,1,1,1
YNL294C,1,1,1,1,1,1,1
YNL295W,1,1,1,1,1,1,1
YNL296W,1,0,0,0,0,0,0
YNL297C,1,1,1,1,1,1,1
YNL298W,1,1,1,1,1,1,1
YNL299W,1,1,1,1,1,1,1
YNL300W,1,1,1,1,1,1,1
YNL303W,1,0,0,0,0,0,0
YNL304W,1,1,1,1,1,1,1
YNL305C,1,1,1,1,1,1,1
YNL306W,1,1,1,1,1,1,1
YNL307C,1,1,1,1,1,1,1
YNL308C,1,1,1,1,1,1,1
YNL309W,1,1,1,1,1,1,1
YNL310C,1,0,1,1,1,0,1
YNL311C,1,1,1,1,1,1,1
YNL312W,1,1,1,1,1,1,1
YNL313C,1,1,1,1,1,1,1
YNL314W,1,1,1,1,1,1,1
YNL315C,1,1,1,1,1,1,1
YNL316C,1,1,1,1,1,1,1
YNL317W,1,1,1,1,1,1,1
YNL318C,1,1,1,1,1,1,1
YNL319W,1,0,0,0,0,0,0
YNL320W,1,1,0,0,0,0,0
YNL321W,1,1,1,1,1,1,1
YNL322C,1,1,1,1,1,1,1
YNL323W,1,1,1,1,1,1,1
YNL324W,1,0,0,0,0,0,0
YNL325C,1,1,1,1,1,1,1
YNL326C,1,1,1,1,0,0,0
YNL327W,1,0,0,0,0,1,0
YNL328C,1,0,1,0,1,0,1
YNL329C,1,1,1,1,1,1,1
YNL330C,1,0,1,0,1,0,0
YNL331C,4,1,1,1,1,5,1
YNL334C,2,0,0,0,0,1,1
YNL335W,2,1,0,0,0,1,0
YNL336W,9,0,0,0,0,3,0
YNR001W-A,1,0,0,0,0,0,0
YNR002C,2,2,2,2,2,2,2
YNR003C,1,1,1,1,1,1,1
YNR003W-A,1,0,0,0,0,0,0
YNR004W,1,1,1,1,1,1,1
YNR005C,1,0,0,0,0,0,0
YNR006W,1,1,1,1,1,1,1
YNR007C,1,1,1,1,1,1,1
YNR008W,1,1,1,1,1,1,1
YNR009W,1,0,0,0,0,0,0
YNR010W,1,0,1,0,0,1,1
YNR011C,1,1,1,1,1,1,1
YNR012W,1,1,1,1,1,1,1
YNR013C,1,1,1,1,1,1,1
YNR014W,1,0,0,0,0,1,0
YNR015W,1,1,1,1,1,1,1
YNR016C,1,1,1,1,1,1,1
YNR017W,1,1,1,1,1,1,1
YNR018W,1,1,1,1,1,1,1
YNR019W,1,1,1,1,1,1,1
YNR020C,1,1,1,1,1,1,1
YNR021W,1,1,1,1,1,1,1
YNR022C,1,1,1,1,1,1,1
YNR023W,1,1,1,1,1,1,1
YNR024W,1,0,0,0,1,0,0
YPR134W,1,0,0,0,0,0,0
YPR135W,1,1,1,1,1,1,1
YPR136C,1,0,0,0,0,0,0
YPR137W,1,1,1,0,1,1,0
YPR138C,2,2,2,2,2,2,2
YPR139C,1,1,1,1,1,1,1
YPR140W,1,1,1,1,1,1,1
YPR141C,1,1,1,1,1,1,1
YPR142C,1,0,0,0,0,0,0
YPR143W,1,1,1,1,1,1,1
YPR144C,1,1,1,1,1,1,1
YPR145C-A,1,0,0,0,0,1,0
YPR145W,2,2,2,2,2,2,2
YPR146C,1,0,0,0,0,0,0
YPR147C,1,0,0,0,1,0,1
YPR148C,1,1,1,1,1,1,1
YPR149W,1,1,1,1,1,1,1
YPR150W,1,0,0,0,0,0,0
YPR151C,1,0,1,0,0,0,0
YPR152C,1,0,0,0,1,1,0
YPR153W,1,1,1,0,0,0,1
YPR154W,1,1,1,1,1,1,1
YPR155C,1,1,1,1,1,1,1
YPR157W,1,1,1,1,1,1,1
YPR158W,1,0,0,0,0,1,0
YPR159C-A,1,0,0,0,0,0,0
YPR159W,1,1,1,1,1,1,2
YPR160C-A,1,0,0,0,0,0,0
YPR160W,1,1,1,1,1,1,1
YPR160W-A,1,0,0,0,0,0,0
YPR161C,1,1,0,1,0,1,0
YPR162C,1,1,0,1,0,1,0
YPR163C,1,1,0,1,0,1,0
YPR164W,1,1,1,1,1,1,1
YPR165W,1,1,1,1,1,1,1
YPR166C,1,0,0,1,0,0,0
YPR167C,1,1,1,1,1,1,1
YPR168W,1,0,1,1,1,1,1
YPR169W,1,1,1,0,1,1,1
YPR169W-A,2,1,0,0,0,0,0
YPR170C,1,0,0,0,0,0,0
YPR170W-A,1,0,0,0,0,0,0
YPR171W,1,0,0,0,0,1,0
YPR172W,1,0,0,0,0,0,0
YPR173C,1,1,1,1,1,1,1
YPR174C,1,1,1,0,0,1,0
YPR175W,1,1,1,1,1,1,1
YPR176C,1,1,1,1,1,1,1
YPR177C,1,0,0,0,0,0,0
YPR178W,1,1,1,1,1,1,1
YPR179C,1,1,1,1,1,1,1
YPR180W,1,1,1,1,1,1,1
YPR181C,1,1,1,1,1,1,1
YPR182W,1,0,1,0,0,0,1
YPR183W,1,1,1,1,1,1,1
YPR184W,1,1,1,1,1,1,1
YPR185W,1,1,1,1,1,1,1
YPR186C,1,1,1,1,1,1,1
YPR187W,1,1,1,1,1,1,1
YPR188C,1,1,1,1,1,1,1
YPR189W,1,1,1,1,1,1,1
YPR190C,1,1,1,1,1,1,1
YPR191W,1,1,1,1,1,1,1
YPR193C,1,1,1,1,1,1,1
YPR194C,1,1,1,1,1,1,1
YPR195C,1,0,0,0,0,0,0
YPR196W,2,1,2,1,0,2,0
YPR197C,1,0,0,0,0,0,0
YPR198W,1,1,0,1,0,1,0
YPR199C,1,0,0,1,0,1,0
YPR200C,1,0,0,1,0,1,0
YPR201W,1,0,0,1,0,1,0
YPR203W,2,0,0,0,0,0,0
YPR204W,16,0,0,0,0,0,0
Q0010,1,0,0,0,0,0,0
Q0017,1,0,0,0,0,0,0
Q0032,1,0,0,0,0,0,0
Q0045,2,0,0,0,0,0,0
Q0050,1,1,0,0,0,0,0
Q0055,1,0,0,0,0,0,0
Q0060,1,0,0,0,0,0,0
Q0065,1,0,0,0,0,0,0
Q0075,1,0,0,0,0,0,0
Q0080,1,0,0,0,0,0,0
Q0085,1,0,0,0,0,0,0
Q0092,1,0,0,0,0,0,0
Q0105,1,0,0,0,0,0,0
Q0110,1,0,0,0,0,0,0
maker-Skud_3-snap-gene-1.272-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_3-processed-gene-1.268-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_3-processed-gene-1.78-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.78-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.79-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.82-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_4-snap-gene-0.0-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.83-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.65-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-0.42-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.88-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.91-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-0.93-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-0.61-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-1.82-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-2.131-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-3.112-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-3.113-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-3.114-mRNA-1_1,0,1,1,1,1,0,0
snap_masked-Skud_4-processed-gene-4.30-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-4.33-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_4-snap-gene-4.128-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-4.74-mRNA-1_1,0,1,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-4.65-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-6.103-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-6.13-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-6.18-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_4-processed-gene-7.116-mRNA-1_1,0,1,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-7.57-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-7.16-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-7.63-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-8.50-mRNA-1_1,0,1,1,1,0,0,1
augustus_masked-Skud_4-processed-gene-8.73-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-8.80-mRNA-1_1,0,1,1,1,0,0,1
maker-Skud_4-snap-gene-8.136-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_4-snap-gene-8.137-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-8.65-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-8.68-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-8.32-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_4-processed-gene-9.64-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-10.76-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-11.42-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-11.27-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-12.127-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-12.129-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-12.135-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-12.117-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-13.49-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-13.163-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-13.29-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-13.177-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_4-processed-gene-13.215-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_4-processed-gene-13.44-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_4-processed-gene-13.119-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.24-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.3-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.4-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.5-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.28-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.6-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.7-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-0.15-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-1.101-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-1.102-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-1.133-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-1.137-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-1.126-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_5-processed-gene-2.71-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_5-processed-gene-2.15-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_5-processed-gene-2.61-mRNA-1_1,0,0,1,1,0,0,1
augustus_masked-Skud_5-processed-gene-2.80-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-3.121-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-3.105-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_5-processed-gene-3.56-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_5-processed-gene-3.75-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_5-processed-gene-3.23-mRNA-1_1,0,1,1,1,1,0,1
snap_masked-Skud_5-processed-gene-3.134-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_5-processed-gene-3.29-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-3.141-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_5-processed-gene-4.42-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_5-processed-gene-4.158-mRNA-1_1,0,0,0,1,0,0,0
